,Assvie,Sexe,Age,Couple,Statmat,Nat,Dip,Occ,Work,Statpro,Herit,Pere,Mere,Gpp,Gpm,Evtgrav,Livep,Eplog,Epsal,Vmob,Livdf,Pel,Cel,Pep,Assdec,Retraite,Capi,Pea,Urbani,Zres,Nbenf,Logt,Terre,Dette,Detlog,Detvo
8198,N,F,29,O,mar,fra,tec,ina,,,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,0,loc,N,N,N,N
8199,N,F,49,N,div,fra,sans,act,catC,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,0,loc,N,N,N,N
8200,O,H,25,O,mar,fra,tec,act,catC,pub,N,O,O,O,O,N,O,N,N,N,O,N,N,N,O,N,N,N,U3,so,0,loc,N,O,N,O
8201,N,F,26,O,mar,fra,tec,ina,,,N,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,0,loc,N,O,N,O
8202,N,H,62,O,mar,fra,sans,ret,,ind,O,N,N,N,N,O,O,O,N,N,O,O,N,O,N,N,N,N,U3,so,2,prop,N,O,N,N
8203,N,H,49,O,mar,fra,tec,act,,ind,O,O,O,N,N,O,O,N,N,N,O,N,N,N,N,O,N,N,U3,so,1,prop,N,N,N,N
8204,N,F,47,O,mar,fra,tec,act,,ind,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,O,N,N,U3,so,1,prop,N,N,N,N
8205,N,F,73,O,mar,nat,,ret,emp,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,5,prop,N,N,N,N
8206,O,H,70,O,mar,fra,tec,ret,,ind,O,N,N,N,N,N,O,O,N,O,O,O,N,N,N,N,N,O,U3,so,3,prop,N,N,N,N
8207,N,F,67,O,mar,fra,cep,ret,,ind,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U3,so,3,prop,N,N,N,N
8208,N,F,23,O,cel,fra,bac+2,act,catB,priv,N,O,O,O,O,O,O,O,N,N,O,O,N,N,N,N,N,N,U3,so,0,loc,N,N,N,N
8209,N,F,76,N,veu,fra,cep,ret,emp,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,3,loc,N,N,N,N
8210,N,H,48,O,mar,fra,bac+5,act,,ind,O,N,O,N,N,O,N,N,N,N,N,N,N,N,N,O,N,N,U3,so,0,prop,N,O,O,O
8211,O,H,52,O,mar,fra,tec,act,catC,priv,O,N,O,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,U3,so,3,prop,N,O,N,N
8212,N,F,47,O,mar,fra,bacg,act,emp,priv,O,N,O,N,O,O,O,O,O,N,O,N,O,N,N,N,N,N,U3,so,3,prop,N,O,N,N
8213,O,H,62,O,mar,fra,tec,ret,emp,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,1,prop,N,O,N,O
8214,N,F,61,O,mar,fra,bepc,act,emp,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,3,prop,N,N,N,N
8215,N,H,36,N,cel,fra,bacg,ina,,ind,N,O,O,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U3,so,0,prop,O,N,N,N
8216,N,F,23,N,cel,fra,,act,catA,pub,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,2,prop,N,N,N,N
8217,N,F,86,N,veu,fra,cep,ret,emp,priv,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,N,U3,so,1,prop,N,N,N,N
8218,N,H,77,O,mar,fra,cep,ret,,ind,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,1,prop,N,N,N,N
8219,N,H,61,O,mar,fra,tec,act,catC,priv,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,2,prop,N,N,N,N
8220,N,F,62,O,mar,fra,tec,act,catC,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,2,prop,N,N,N,N
8221,N,H,52,N,mar,etr,,act,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,8,loc,N,N,N,N
8222,N,H,43,O,mar,fra,bepc,act,catC,pub,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,0,prop,N,O,O,N
8223,N,F,36,N,div,nat,bac+2,act,emp,priv,N,O,O,N,O,O,O,N,N,O,O,N,N,N,O,N,N,N,U3,so,0,loc,N,O,N,N
8224,N,H,59,N,cel,fra,,act,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8225,N,H,37,N,cel,fra,bacg,act,,ind,O,O,O,N,N,O,O,O,N,N,O,O,N,N,N,O,N,N,U1,so,0,prop,N,O,N,N
8226,N,H,70,O,mar,fra,,ret,,ind,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,N,O,N,N
8227,N,F,70,O,mar,fra,,ret,,ind,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,N,O,N,N
8228,N,F,73,N,veu,fra,bepc,ret,,ind,O,N,N,N,N,N,O,O,N,O,O,O,N,N,N,N,N,O,U1,so,2,prop,N,N,N,N
8229,N,F,88,N,veu,fra,cep,ret,emp,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8230,N,H,46,O,mar,fra,tec,act,,ind,O,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,1,prop,N,O,N,N
8231,N,F,43,O,mar,fra,tec,act,emp,pub,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,1,prop,N,O,N,N
8232,N,F,40,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,3,prop,O,N,N,N
8233,O,H,47,O,cel,fra,bac+5,act,,ind,O,O,O,N,N,O,O,O,N,N,O,N,O,N,O,N,N,N,U1,so,1,prop,N,N,N,N
8234,O,F,43,O,cel,fra,bacg,act,emp,pub,O,N,O,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,so,1,prop,N,N,N,N
8235,N,H,60,O,mar,fra,bacg,ret,catB,priv,N,N,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,O,N,N,N
8236,N,F,53,O,mar,fra,cep,act,emp,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,O,N,N,N
8237,N,F,75,N,veu,fra,cep,ret,,ind,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,6,loc,N,N,N,N
8238,N,H,64,O,mar,fra,cep,ret,,ind,O,N,N,N,N,O,O,N,N,N,O,N,N,O,N,N,N,N,U1,so,1,prop,N,N,N,N
8239,N,F,42,O,mar,fra,bac+2,act,catA,pub,N,O,O,N,O,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,so,1,prop,N,O,O,N
8240,N,H,56,O,mar,fra,bac+5,act,,ind,O,N,N,N,N,O,O,N,N,O,N,N,N,N,N,N,O,O,U1,so,2,prop,O,O,N,N
8241,N,H,65,O,mar,fra,sans,ret,emp,pub,O,N,N,N,N,N,O,O,N,N,O,N,O,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8242,N,F,67,O,mar,fra,sans,ret,emp,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8243,N,H,64,O,veu,fra,tec,ret,catA,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,0,prop,N,N,N,N
8244,N,F,49,O,div,fra,tec,act,emp,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,0,prop,N,N,N,N
8245,N,F,86,N,veu,fra,,ina,emp,pub,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,N,O,N,O
8246,N,H,85,O,mar,fra,tec,ret,catB,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8247,N,H,49,O,mar,fra,tec,act,catC,priv,N,N,O,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,2,prop,O,N,N,N
8248,N,H,27,N,cel,fra,,act,catC,priv,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U1,so,2,prop,O,N,N,N
8249,N,H,27,O,mar,fra,bac+5,act,catB,priv,N,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,loc,N,N,N,N
8250,N,H,41,O,mar,fra,bacg,act,catA,pub,N,N,O,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,0,prop,N,O,O,O
8251,N,F,40,O,mar,fra,tec,ina,emp,pub,N,N,O,N,N,N,N,N,N,N,N,N,N,N,O,N,N,N,U1,so,0,prop,N,O,O,O
8252,N,H,43,O,mar,etr,bac+2,act,,ind,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,prop,N,O,O,N
8253,N,H,82,O,mar,fra,sans,ret,,ind,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,1,prop,N,N,N,N
8254,N,F,79,O,mar,fra,cep,ret,,ind,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,1,prop,N,N,N,N
8255,N,H,60,O,mar,fra,bac+5,ret,catA,pub,N,N,N,N,N,O,N,O,N,O,N,O,N,N,O,N,N,O,U1,so,1,prop,N,N,N,N
8256,N,F,56,O,mar,fra,bac+2,act,catB,pub,O,N,O,N,N,N,O,O,N,N,O,O,N,N,N,O,O,N,U1,so,1,prop,N,N,N,N
8257,O,H,80,O,mar,fra,bac+5,ret,catA,pub,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,4,prop,O,N,N,N
8258,O,F,76,O,mar,fra,bac+5,ret,catA,priv,O,N,N,N,N,N,O,O,N,O,O,O,N,N,N,N,N,N,U1,so,4,prop,O,N,N,N
8259,N,F,58,N,veu,fra,,act,emp,pub,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,O,O,N,N
8260,N,F,42,N,div,fra,tec,act,emp,priv,N,O,N,N,N,N,O,O,N,O,O,O,O,N,N,N,N,N,U1,so,1,loc,N,N,N,N
8261,N,H,74,O,mar,fra,bacg,ret,catA,pub,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,3,prop,N,O,N,N
8262,N,H,47,O,mar,fra,bacg,act,emp,priv,N,N,O,N,N,N,O,O,O,O,O,O,O,O,N,O,N,O,U1,so,1,prop,N,O,O,O
8263,O,H,56,N,cel,fra,sans,ina,catC,priv,O,N,N,N,N,N,N,O,N,O,N,O,N,N,N,O,N,O,U1,so,0,prop,N,O,N,O
8264,N,H,63,O,mar,fra,bac+2,ret,catA,priv,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,N,U1,so,3,prop,N,N,N,N
8265,N,F,48,O,mar,nat,bacg,act,emp,pub,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,O,O,N,N
8266,N,F,25,N,cel,fra,,ina,emp,priv,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,O,O,N,N
8267,N,H,22,N,cel,fra,,ina,catB,priv,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,O,O,N,N
8268,N,H,42,O,mar,fra,tec,act,,ind,O,O,N,N,N,O,N,O,N,O,N,N,O,N,O,O,N,N,U1,so,0,prop,N,O,O,O
8269,N,F,79,N,veu,fra,cep,ret,,ind,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,4,prop,N,N,N,N
8270,N,H,50,N,div,fra,tec,act,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,3,loc,N,N,N,N
8271,N,F,61,O,mar,fra,cep,ret,emp,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,1,prop,N,N,N,N
8272,N,F,47,O,mar,fra,bac+2,act,catB,pub,N,O,O,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,prop,O,O,O,N
8273,N,H,34,O,cel,fra,tec,act,emp,priv,N,N,O,O,O,N,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,0,loc,N,O,N,O
8274,N,F,35,O,cel,fra,tec,act,emp,priv,N,O,O,N,O,N,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,0,loc,N,O,N,O
8275,N,H,26,O,cel,fra,bac+2,act,catC,pub,N,O,O,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,loc,N,O,N,O
8276,N,F,25,O,cel,fra,bac+2,ina,emp,pub,N,O,O,O,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,loc,N,O,N,O
8277,N,H,33,N,cel,fra,bact,act,emp,priv,N,O,O,N,O,N,O,N,O,O,O,N,N,N,N,N,N,O,U1,so,0,prop,N,O,O,O
8278,N,H,82,O,mar,fra,sans,ret,catC,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,3,prop,N,N,N,N
8279,N,F,79,O,mar,fra,cep,ina,,,N,N,N,,,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,3,prop,N,N,N,N
8280,N,H,49,O,mar,fra,tec,ina,emp,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,1,prop,N,O,O,N
8281,N,F,50,O,mar,fra,tec,act,emp,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,1,prop,N,O,O,N
8282,N,H,45,N,cel,fra,cep,act,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,3,prop,N,O,O,N
8283,N,H,58,O,mar,fra,cep,act,catA,priv,N,N,N,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U1,so,2,prop,O,N,N,N
8284,O,F,58,O,mar,fra,tec,act,emp,priv,N,N,N,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U1,so,2,prop,O,N,N,N
8285,N,H,63,N,div,fra,sans,ret,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,4,prop,N,O,N,O
8286,N,F,78,N,veu,etr,sans,ret,catC,priv,N,N,N,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U1,so,6,prop,N,N,N,N
8287,N,H,39,O,mar,fra,tec,act,catC,priv,N,O,O,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,prop,N,O,O,N
8288,O,F,54,N,div,fra,bac+5,ina,catC,priv,N,N,N,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,U3,so,0,loc,N,N,N,N
8289,N,H,47,O,mar,fra,tec,act,emp,priv,N,O,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,0,prop,N,N,N,N
8290,O,H,69,O,mar,fra,bac+5,ret,catA,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,3,prop,O,N,N,N
8291,N,F,66,O,mar,fra,bacg,ret,catB,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,3,prop,O,N,N,N
8292,N,H,51,O,mar,fra,tec,ina,catC,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,0,prop,N,O,O,N
8293,N,F,51,O,mar,fra,cep,ina,emp,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U3,so,0,prop,N,O,O,N
8294,N,H,54,O,div,fra,sans,ina,,ind,O,O,O,N,N,N,N,N,N,O,N,N,N,N,N,N,N,O,U3,so,2,prop,O,N,N,N
8295,N,F,41,O,cel,fra,bepc,ina,emp,priv,O,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U3,so,2,prop,O,N,N,N
8296,N,H,46,O,mar,fra,sans,act,catC,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,1,prop,N,O,O,N
8297,N,F,40,O,mar,fra,sans,ina,,,N,O,N,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,1,prop,N,O,O,N
8298,O,H,82,N,veu,fra,cep,ret,catC,priv,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,3,prop,N,N,N,N
8299,N,H,48,O,mar,fra,sans,act,,ind,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,O,N,N,U1,so,3,prop,O,O,O,O
8300,N,F,45,O,mar,fra,cep,ina,,,N,O,O,N,N,O,N,O,N,N,N,N,O,N,N,N,N,N,U1,so,3,prop,O,O,O,O
8301,N,H,83,O,mar,fra,cep,ret,catB,pub,O,N,N,N,N,N,O,N,N,N,O,N,N,N,O,N,N,N,U1,so,3,prop,O,N,N,N
8302,N,F,82,O,mar,fra,sans,ret,catC,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,3,prop,O,N,N,N
8303,N,H,29,O,mar,fra,tec,act,catC,priv,N,O,O,N,O,O,N,N,N,N,N,N,N,N,N,O,N,N,U1,so,0,prop,O,O,O,O
8304,N,F,29,O,mar,fra,bact,act,catB,pub,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,O,O,O,O
8305,O,F,89,N,veu,fra,sans,ret,,ind,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8306,N,H,76,O,mar,fra,cep,ret,,ind,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8307,N,F,67,N,div,fra,cep,ret,emp,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8308,O,H,81,N,veu,fra,tec,ret,,ind,N,N,N,N,N,O,O,N,N,O,O,N,N,O,N,N,N,N,U1,so,4,prop,N,N,N,N
8309,N,H,36,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,loc,N,N,N,N
8310,N,F,43,O,mar,fra,tec,act,emp,priv,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,loc,N,N,N,N
8311,N,H,83,O,mar,fra,sans,ret,,ind,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,2,prop,O,O,N,O
8312,N,F,77,O,mar,fra,sans,ret,,ind,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,2,prop,O,O,N,O
8313,N,H,82,O,mar,fra,cep,ret,,ind,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8314,N,F,81,O,mar,fra,cep,ret,,ind,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8315,N,F,75,N,veu,fra,sans,ina,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8316,N,H,48,N,cel,fra,,act,catC,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,2,prop,N,N,N,N
8317,O,H,72,O,mar,fra,tec,ret,catC,priv,N,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,U1,so,3,prop,N,N,N,N
8318,N,F,74,O,mar,fra,cep,ret,catA,priv,N,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,U1,so,3,prop,N,N,N,N
8319,N,F,45,N,veu,fra,sans,act,emp,priv,N,N,O,N,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,3,loc,N,N,N,N
8320,N,H,55,O,mar,fra,tec,act,,ind,O,O,O,N,N,O,O,N,N,N,O,N,N,N,O,O,N,N,U1,so,2,prop,N,O,N,N
8321,N,H,52,O,mar,fra,tec,act,,ind,O,O,O,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U1,so,2,prop,N,O,N,N
8322,O,F,50,O,mar,fra,tec,act,,ind,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,2,prop,N,O,N,N
8323,N,F,29,O,mar,fra,bac+2,act,emp,priv,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,0,prop,N,O,O,O
8324,N,H,63,N,veu,fra,cep,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,4,prop,N,O,N,N
8325,N,F,63,N,veu,fra,sans,ret,,ind,N,N,O,N,N,O,O,O,N,N,O,O,N,O,N,N,N,N,U1,so,4,prop,O,N,N,N
8326,O,H,51,O,div,fra,tec,act,,ind,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U1,so,0,prop,O,N,N,N
8327,O,F,46,O,cel,fra,bac+5,act,Waut,priv,O,O,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8328,N,H,66,N,div,fra,sans,ret,catC,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U1,so,4,prop,O,O,O,N
8329,N,H,67,O,mar,fra,sans,ret,,ind,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8330,N,H,40,N,cel,fra,,act,,ind,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8331,N,F,88,N,veu,fra,,ret,,ind,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U1,so,0,prop,O,N,N,N
8332,N,H,71,N,cel,fra,sans,ret,,ind,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U1,so,0,prop,O,N,N,N
8333,O,H,72,O,mar,fra,cep,ret,emp,pub,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,1,prop,O,N,N,N
8334,N,F,69,O,mar,fra,cep,ret,emp,pub,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,1,prop,O,N,N,N
8335,N,F,21,N,cel,fra,,ina,,,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,0,prop,N,O,O,N
8336,N,H,55,O,mar,fra,bac+5,act,catA,priv,N,N,O,N,N,N,N,N,N,O,N,N,N,N,N,N,N,O,U2,so,2,prop,N,O,N,N
8337,O,F,36,O,div,fra,sans,ina,emp,priv,N,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,1,loc,N,O,N,N
8338,N,H,38,O,cel,fra,sans,act,emp,pub,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U2,so,1,loc,N,O,N,N
8339,N,H,58,N,div,etr,cep,act,catC,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,3,loc,N,N,N,N
8340,O,F,50,N,cel,fra,bac+2,act,catB,pub,O,O,O,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U2,so,0,prop,N,N,N,N
8341,N,F,69,O,mar,fra,cep,ina,emp,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,2,prop,O,N,N,N
8342,N,F,51,O,mar,fra,cep,ina,,,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,1,loc,N,N,N,N
8343,N,H,71,O,mar,fra,bact,ret,,ind,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U2,so,1,prop,N,N,N,N
8344,O,F,73,O,mar,fra,bact,ret,emp,priv,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U2,so,1,prop,N,N,N,N
8345,N,F,70,O,mar,fra,bact,ina,,,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,2,prop,O,O,N,N
8346,N,H,52,N,div,fra,bac+5,act,catA,pub,N,N,N,N,N,O,O,O,N,O,O,O,N,N,N,O,N,O,U2,so,2,prop,N,O,N,N
8347,N,H,43,O,mar,fra,tec,act,catC,pub,O,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U2,so,0,prop,O,O,N,N
8348,N,F,42,O,mar,fra,tec,act,emp,priv,O,O,O,N,N,O,O,N,O,N,O,N,N,N,N,N,N,N,U2,so,0,prop,O,O,N,N
8349,O,H,49,O,mar,fra,sans,act,catC,priv,N,N,N,N,N,O,O,O,O,N,O,N,O,N,N,N,N,N,U4,so,1,prop,N,O,O,N
8350,N,F,51,O,mar,fra,cep,act,catC,pub,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,1,prop,N,O,O,N
8351,N,H,25,N,cel,fra,,act,emp,priv,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U4,so,1,prop,N,O,O,N
8352,N,H,68,O,veu,fra,bac+5,ret,catA,pub,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,1,prop,N,N,N,N
8353,O,F,56,O,cel,fra,bac+5,act,catA,pub,N,O,O,N,N,O,O,O,N,N,O,O,O,O,N,O,N,N,U4,so,1,prop,N,N,N,N
8354,N,H,65,O,mar,fra,cep,ret,catA,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,so,3,prop,N,N,N,N
8355,N,F,62,O,mar,fra,cep,ina,emp,priv,N,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U4,so,3,prop,N,N,N,N
8356,N,H,53,O,mar,etr,bac+5,act,catA,priv,O,O,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,N,U4,so,1,prop,N,O,O,N
8357,N,F,47,O,mar,etr,bac+5,act,Waut,pub,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,1,prop,N,O,O,N
8358,N,H,41,O,mar,fra,bacg,act,,ind,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,prop,N,O,O,N
8359,N,H,91,O,mar,fra,cep,ret,,ind,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,prop,N,N,N,N
8360,N,F,89,O,mar,fra,cep,ret,,ind,O,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U4,so,0,prop,N,N,N,N
8361,N,H,22,N,cel,fra,bact,ina,,,N,O,O,N,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,loc,N,N,N,N
8362,N,H,24,O,mar,fra,bac+2,act,emp,priv,N,N,O,O,O,N,O,O,N,N,O,N,O,N,N,N,N,N,U4,so,0,loc,N,O,N,O
8363,N,F,23,O,mar,fra,bact,act,emp,priv,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U4,so,0,loc,N,O,N,O
8364,O,H,84,N,veu,fra,cep,ret,catB,pub,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U4,so,2,prop,N,N,N,N
8365,N,H,90,O,mar,nat,bacg,ret,catA,priv,N,N,N,N,N,O,O,N,N,O,O,N,N,O,N,N,N,N,U4,so,3,prop,N,N,N,N
8366,N,F,82,O,mar,nat,bacg,ret,catA,priv,O,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U4,so,3,prop,N,N,N,N
